Input1,Input2,Input3,Output
-48.7998799879988,-20.0,-9.63996399639964,6.200072929879425e-05
-48.77987798779878,-20.0,-9.633963396339634,6.24392820585111e-05
-48.75987598759876,-20.0,-9.627962796279627,6.288083056474115e-05
-48.73987398739874,-20.0,-9.621962196219622,6.332539450433444e-05
-48.71987198719872,-20.0,-9.615961596159616,6.37729936879968e-05
-48.6998699869987,-20.0,-9.609960996099609,6.42236480510327e-05
-48.67986798679868,-20.0,-9.603960396039604,6.467737765408832e-05
-48.65986598659866,-20.0,-9.597959795979598,6.513420268390378e-05
-48.63986398639864,-20.0,-9.591959195919593,6.559414345406461e-05
-48.61986198619862,-20.0,-9.585958595859585,6.605722040576143e-05
-48.5998599859986,-20.0,-9.57995799579958,6.652345410855129e-05
-48.57985798579858,-20.0,-9.573957395739574,6.699286526112556e-05
-48.55985598559856,-20.0,-9.567956795679567,6.746547469207974e-05
-48.53985398539854,-20.0,-9.561956195619562,6.79413033606895e-05
-48.51985198519852,-20.0,-9.555955595559556,6.842037235768972e-05
-48.4998499849985,-20.0,-9.54995499549955,6.890270290605931e-05
-48.47984798479848,-20.0,-9.543954395439544,6.938831636180913e-05
-48.45984598459846,-20.0,-9.537953795379538,6.987723421477539e-05
-48.439843984398436,-20.0,-9.531953195319533,7.036947808941654e-05
-48.41984198419842,-20.0,-9.525952595259525,7.086506974561489e-05
-48.3998399839984,-20.0,-9.51995199519952,7.136403107948422e-05
-48.37983798379838,-20.0,-9.513951395139514,7.186638412417902e-05
-48.35983598359836,-20.0,-9.507950795079507,7.237215105071088e-05
-48.33983398339834,-20.0,-9.501950195019502,7.28813541687683e-05
-48.31983198319832,-20.0,-9.495949594959496,7.339401592754116e-05
-48.2998299829983,-20.0,-9.489948994899489,7.391015891655011e-05
-48.27982798279828,-20.0,-9.483948394839484,7.442980586647968e-05
-48.25982598259826,-20.0,-9.477947794779478,7.495297965001859e-05
-48.23982398239824,-20.0,-9.471947194719473,7.547970328270022e-05
-48.21982198219822,-20.0,-9.465946594659465,7.60099999237539e-05
-48.1998199819982,-20.0,-9.45994599459946,7.654389287695342e-05
-48.17981798179818,-20.0,-9.453945394539454,7.708140559147866e-05
-48.15981598159816,-20.0,-9.447944794479447,7.762256166277515e-05
-48.13981398139814,-20.0,-9.441944194419442,7.816738483342191e-05
-48.11981198119812,-20.0,-9.435943594359436,7.871589899400274e-05
-48.0998099809981,-20.0,-9.42994299429943,7.926812818398449e-05
-48.07980798079808,-20.0,-9.423942394239424,7.982409659259678e-05
-48.05980598059806,-20.0,-9.417941794179418,8.038382855971936e-05
-48.03980398039804,-20.0,-9.411941194119413,8.094734857677439e-05
-48.01980198019802,-20.0,-9.405940594059405,8.15146812876218e-05
-47.999799979998,-20.0,-9.3999399939994,8.208585148946024e-05
-47.97979797979798,-20.0,-9.393939393939394,8.266088413373554e-05
-47.959795979597956,-20.0,-9.387938793879387,8.323980432705055e-05
-47.93979397939794,-20.0,-9.381938193819382,8.382263733208152e-05
-47.91979197919792,-20.0,-9.375937593759376,8.440940856850189e-05
-47.8997899789979,-20.0,-9.369936993699369,8.500014361390649e-05
-47.87978797879788,-20.0,-9.363936393639364,8.559486820474464e-05
-47.85978597859786,-20.0,-9.357935793579358,8.619360823725728e-05
-47.83978397839784,-20.0,-9.351935193519353,8.679638976841938e-05
-47.81978197819782,-20.0,-9.345934593459345,8.740323901688773e-05
-47.7997799779978,-20.0,-9.33993399339934,8.801418236395236e-05
-47.77977797779778,-20.0,-9.333933393339334,8.862924635449658e-05
-47.75977597759776,-20.0,-9.327932793279327,8.924845769795883e-05
-47.73977397739774,-20.0,-9.321932193219322,8.987184326930213e-05
-47.71977197719772,-20.0,-9.315931593159316,9.049943010998817e-05
-47.6997699769977,-20.0,-9.30993099309931,9.113124542895618e-05
-47.67976797679768,-20.0,-9.303930393039304,9.176731660360914e-05
-47.65976597659766,-20.0,-9.297929792979298,9.240767118080212e-05
-47.63976397639764,-20.0,-9.291929192919293,9.305233687784084e-05
-47.61976197619762,-20.0,-9.285928592859285,9.37013415834798e-05
-47.5997599759976,-20.0,-9.27992799279928,9.435471335893212e-05
-47.57975797579758,-20.0,-9.273927392739274,9.501248043887987e-05
-47.55975597559756,-20.0,-9.267926792679267,9.567467123249307e-05
-47.53975397539754,-20.0,-9.261926192619262,9.634131432445415e-05
-47.51975197519752,-20.0,-9.255925592559256,9.701243847598455e-05
-47.4997499749975,-20.0,-9.249924992499249,9.768807262588324e-05
-47.479747974797476,-20.0,-9.243924392439244,9.836824589156349e-05
-47.45974597459746,-20.0,-9.237923792379238,9.905298757010206e-05
-47.43974397439744,-20.0,-9.231923192319233,9.974232713929209e-05
-47.41974197419742,-20.0,-9.225922592259225,0.00010043629425869742
-47.3997399739974,-20.0,-9.21992199219922,0.00010113491877071954
-47.37973797379738,-20.0,-9.213921392139214,0.000101838230701666
-47.35973597359736,-20.0,-9.207920792079207,0.00010254626026282635
-47.33973397339734,-20.0,-9.201920192019202,0.00010325903785155286
-47.31973197319732,-20.0,-9.195919591959196,0.00010397659405234822
-47.2997299729973,-20.0,-9.18991899189919,0.00010469895963795999
-47.27972797279728,-20.0,-9.183918391839184,0.00010542616557047738
-47.25972597259726,-20.0,-9.177917791779178,0.0001061582430024401
-47.23972397239724,-20.0,-9.171917191719173,0.0001068952232779463
-47.21972197219722,-20.0,-9.165916591659165,0.00010763713793377212
-47.1997199719972,-20.0,-9.15991599159916,0.00010838401870049493
-47.17971797179718,-20.0,-9.153915391539154,0.00010913589750362302
-47.15971597159716,-20.0,-9.147914791479147,0.0001098928064647319
-47.13971397139714,-20.0,-9.141914191419142,0.00011065477790260571
-47.11971197119712,-20.0,-9.135913591359136,0.00011142184433438674
-47.0997099709971,-20.0,-9.129912991299129,0.00011219403847672993
-47.07970797079708,-20.0,-9.123912391239124,0.00011297139324696207
-47.05970597059706,-20.0,-9.117911791179118,0.0001137539417642534
-47.03970397039704,-20.0,-9.111911191119113,0.00011454171735078641
-47.01970197019702,-20.0,-9.105910591059105,0.0001153347535329402
-46.999699969996996,-20.0,-9.0999099909991,0.00011613308404247416
-46.97969796979698,-20.0,-9.093909390939094,0.00011693674281772264
-46.95969596959696,-20.0,-9.087908790879087,0.00011774576400479436
-46.93969396939694,-20.0,-9.081908190819082,0.0001185601819587778
-46.91969196919692,-20.0,-9.075907590759076,0.00011938003124495534
-46.8996899689969,-20.0,-9.06990699069907,0.00012020534664002095
-46.87968796879688,-20.0,-9.063906390639064,0.00012103616313330759
-46.85968596859686,-20.0,-9.057905790579058,0.00012187251592801926
-46.83968396839684,-20.0,-9.051905190519053,0.00012271444044246956
-46.81968196819682,-20.0,-9.045904590459045,0.00012356197231132982
-46.7996799679968,-20.0,-9.03990399039904,0.00012441514738687962
-46.77967796779678,-20.0,-9.033903390339034,0.00012527400174026904
-46.75967596759676,-20.0,-9.027902790279027,0.00012613857166278184
-46.73967396739674,-20.0,-9.021902190219022,0.0001270088936671119
-46.71967196719672,-20.0,-9.015901590159016,0.0001278850044886422
-46.6996699669967,-20.0,-9.00990099009901,0.00012876694108673216
-46.67966796679668,-20.0,-9.003900390039004,0.00012965474064601234
-46.65966596659666,-20.0,-8.997899789978998,0.0001305484405776843
-46.63966396639664,-20.0,-8.991899189918993,0.0001314480785208314
-46.61966196619662,-20.0,-8.985898589858985,0.00013235369234373254
-46.5996599659966,-20.0,-8.97989798979898,0.00013326532014518242
-46.57965796579658,-20.0,-8.973897389738974,0.00013418300025582776
-46.55965596559656,-20.0,-8.967896789678967,0.00013510677123949606
-46.53965396539654,-20.0,-8.961896189618962,0.00013603667189454746
-46.519651965196516,-20.0,-8.955895589558956,0.00013697274125521925
-46.4996499649965,-20.0,-8.94989498949895,0.00013791501859298908
-46.47964796479648,-20.0,-8.943894389438944,0.00013886354341793958
-46.45964596459646,-20.0,-8.937893789378938,0.00013981835548013087
-46.43964396439644,-20.0,-8.931893189318933,0.00014077949477098314
-46.41964196419642,-20.0,-8.925892589258925,0.00014174700152466316
-46.3996399639964,-20.0,-8.91989198919892,0.00014272091621948075
-46.37963796379638,-20.0,-8.913891389138914,0.00014370127957929275
-46.35963596359636,-20.0,-8.907890789078907,0.00014468813257491187
-46.33963396339634,-20.0,-8.901890189018902,0.000145681516425528
-46.31963196319632,-20.0,-8.895889588958896,0.00014668147260013084
-46.2996299629963,-20.0,-8.889888988898889,0.0001476880428189463
-46.27962796279628,-20.0,-8.883888388838884,0.00014870126905487728
-46.25962596259626,-20.0,-8.877887788778878,0.00014972119353495118
-46.23962396239624,-20.0,-8.871887188718873,0.00015074785874177947
-46.21962196219622,-20.0,-8.865886588658865,0.00015178130741502015
-46.1996199619962,-20.0,-8.85988598859886,0.00015282158255285262
-46.17961796179618,-20.0,-8.853885388538854,0.00015386872741345533
-46.15961596159616,-20.0,-8.847884788478847,0.00015492278551649876
-46.13961396139614,-20.0,-8.841884188418842,0.00015598380064463683
-46.11961196119612,-20.0,-8.835883588358836,0.00015705181684501387
-46.0996099609961,-20.0,-8.82988298829883,0.00015812687843077882
-46.07960796079608,-20.0,-8.823882388238824,0.00015920902998260218
-46.05960596059606,-20.0,-8.817881788178818,0.00016029831635020841
-46.039603960396036,-20.0,-8.811881188118813,0.00016139478265390976
-46.01960196019602,-20.0,-8.805880588058805,0.000162498474286154
-45.999599959996,-20.0,-8.7998799879988,0.00016360943691307706
-45.97959795979598,-20.0,-8.793879387938794,0.00016472771647606403
-45.95959595959596,-20.0,-8.787878787878789,0.0001658533591933203
-45.939593959395935,-20.0,-8.781878187818782,0.0001669864115614494
-45.91959195919592,-20.0,-8.775877587758776,0.00016812692035704058
-45.8995899589959,-20.0,-8.769876987698769,0.00016927493263826527
-45.87958795879588,-20.0,-8.763876387638764,0.00017043049574647597
-45.85958595859586,-20.0,-8.757875787578758,0.0001715936573078267
-45.83958395839584,-20.0,-8.751875187518753,0.00017276446523488567
-45.81958195819582,-20.0,-8.745874587458745,0.00017394296772827312
-45.7995799579958,-20.0,-8.73987398739874,0.00017512921327829346
-45.77957795779578,-20.0,-8.733873387338734,0.0001763232506665831
-45.75957595759576,-20.0,-8.727872787278727,0.00017752512896777094
-45.73957395739574,-20.0,-8.721872187218722,0.00017873489755113744
-45.71957195719572,-20.0,-8.715871587158716,0.0001799526060822923
-45.6995699569957,-20.0,-8.70987098709871,0.00018117830452485248
-45.67956795679568,-20.0,-8.703870387038704,0.0001824120431421405
-45.65956595659566,-20.0,-8.697869786978698,0.0001836538724988761
-45.63956395639564,-20.0,-8.691869186918693,0.00018490384346289218
-45.61956195619562,-20.0,-8.685868586858685,0.00018616200720685165
-45.5995599559956,-20.0,-8.67986798679868,0.0001874284152099731
-45.57955795579558,-20.0,-8.673867386738674,0.00018870311925976827
-45.559555955595556,-20.0,-8.667866786678669,0.00018998617145378978
-45.53955395539554,-20.0,-8.661866186618662,0.00019127762420138362
-45.51955195519552,-20.0,-8.655865586558656,0.00019257753022545565
-45.4995499549955,-20.0,-8.649864986498649,0.00019388594256424465
-45.47954795479548,-20.0,-8.643864386438644,0.00019520291457310475
-45.459545954595455,-20.0,-8.637863786378638,0.0001965284999262988
-45.43954395439544,-20.0,-8.631863186318633,0.0001978627526187997
-45.41954195419542,-20.0,-8.625862586258625,0.0001992057269681045
-45.3995399539954,-20.0,-8.61986198619862,0.00020055747761605066
-45.37953795379538,-20.0,-8.613861386138614,0.00020191805953065267
-45.35953595359536,-20.0,-8.607860786078607,0.0002032875280079375
-45.33953395339534,-20.0,-8.601860186018602,0.00020466593867379639
-45.31953195319532,-20.0,-8.595859585958596,0.0002060533474858464
-45.2995299529953,-20.0,-8.58985898589859,0.0002074498107352971
-45.27952795279528,-20.0,-8.583858385838584,0.00020885538504883316
-45.25952595259526,-20.0,-8.577857785778578,0.00021027012739050107
-45.23952395239524,-20.0,-8.571857185718573,0.00021169409506360996
-45.21952195219522,-20.0,-8.565856585658565,0.00021312734571263988
-45.1995199519952,-20.0,-8.55985598559856,0.00021456993732516408
-45.17951795179518,-20.0,-8.553855385538554,0.00021602192823377402
-45.15951595159516,-20.0,-8.547854785478549,0.00021748337711802125
-45.13951395139514,-20.0,-8.541854185418542,0.00021895434300636928
-45.11951195119512,-20.0,-8.535853585358536,0.00022043488527814938
-45.0995099509951,-20.0,-8.529852985298529,0.00022192506366553393
-45.079507950795076,-20.0,-8.523852385238524,0.00022342493825551534
-45.05950595059506,-20.0,-8.517851785178518,0.00022493456949189774
-45.03950395039504,-20.0,-8.511851185118513,0.00022645401817729976
-45.01950195019502,-20.0,-8.505850585058505,0.00022798334547516344
-44.999499949995,-20.0,-8.4998499849985,0.00022952261291178043
-44.979497949794975,-20.0,-8.493849384938494,0.00023107188237832027
-44.95949594959496,-20.0,-8.487848784878487,0.00023263121613287908
-44.93949394939494,-20.0,-8.481848184818482,0.00023420067680253136
-44.91949194919492,-20.0,-8.475847584758476,0.00023578032738539358
-44.8994899489949,-20.0,-8.46984698469847,0.0002373702312527048
-44.87948794879488,-20.0,-8.463846384638464,0.00023897045215090794
-44.85948594859486,-20.0,-8.457845784578458,0.00024058105420375107
-44.83948394839484,-20.0,-8.451845184518453,0.000242202101914394
-44.81948194819482,-20.0,-8.445844584458445,0.00024383366016752893
-44.7994799479948,-20.0,-8.43984398439844,0.0002454757942315104
-44.77947794779478,-20.0,-8.433843384338434,0.0002471285697604984
-44.75947594759476,-20.0,-8.427842784278429,0.0002487920527966095
-44.73947394739474,-20.0,-8.421842184218422,0.0002504663097720791
-44.71947194719472,-20.0,-8.415841584158416,0.0002521514075114447
-44.6994699469947,-20.0,-8.409840984098409,0.00025384741323372287
-44.67946794679468,-20.0,-8.403840384038403,0.0002555543945546105
-44.65946594659466,-20.0,-8.397839783978398,0.00025727241948869927
-44.63946394639464,-20.0,-8.391839183918393,0.00025900155645169003
-44.61946194619462,-20.0,-8.385838583858385,0.00026074187426262593
-44.599459945994596,-20.0,-8.37983798379838,0.0002624934421461411
-44.57945794579458,-20.0,-8.373837383738374,0.0002642563297347111
-44.55945594559456,-20.0,-8.367836783678367,0.0002660306070709244
-44.53945394539454,-20.0,-8.361836183618362,0.0002678163446097571
-44.51945194519452,-20.0,-8.355835583558356,0.00026961361322086984
-44.499449944994495,-20.0,-8.34983498349835,0.000271422484190904
-44.47944794479448,-20.0,-8.343834383438343,0.0002732430292258004
-44.45944594459446,-20.0,-8.337833783378338,0.00027507532045312563
-44.43944394439444,-20.0,-8.331833183318333,0.0002769194304244075
-44.41944194419442,-20.0,-8.325832583258325,0.00027877543211749363
-44.3994399439944,-20.0,-8.31983198319832,0.0002806433989389036
-44.37943794379438,-20.0,-8.313831383138314,0.0002825234047262147
-44.35943594359436,-20.0,-8.307830783078309,0.00028441552375043944
-44.33943394339434,-20.0,-8.301830183018302,0.0002863198307184342
-44.31943194319432,-20.0,-8.295829582958296,0.0002882364007753053
-44.2994299429943,-20.0,-8.289828982898289,0.00029016530950683644
-44.27942794279428,-20.0,-8.283828382838283,0.00029210663294192303
-44.25942594259426,-20.0,-8.277827782778278,0.0002940604475550255
-44.23942394239424,-20.0,-8.271827182718273,0.0002960268302686312
-44.21942194219422,-20.0,-8.265826582658265,0.0002980058584557234
-44.1994199419942,-20.0,-8.25982598259826,0.00029999760994227484
-44.17941794179418,-20.0,-8.253825382538254,0.0003020021630097497
-44.15941594159416,-20.0,-8.247824782478247,0.0003040195963976091
-44.13941394139414,-20.0,-8.241824182418242,0.00030604998930584295
-44.119411941194116,-20.0,-8.235823582358236,0.00030809342139751
-44.0994099409941,-20.0,-8.22982298229823,0.00031014997280128464
-44.07940794079408,-20.0,-8.223822382238223,0.0003122197241140269
-44.05940594059406,-20.0,-8.217821782178218,0.00031430275640335946
-44.03940394039404,-20.0,-8.211821182118213,0.0003163991512102607
-44.019401940194015,-20.0,-8.205820582058205,0.00031850899055166603
-43.999399939994,-20.0,-8.1998199819982,0.0003206323569230863
-43.97939793979398,-20.0,-8.193819381938194,0.0003227693333012464
-43.95939593959396,-20.0,-8.187818781878189,0.00032492000314672146
-43.93939393939394,-20.0,-8.181818181818182,0.0003270844504066009
-43.91939193919392,-20.0,-8.175817581758176,0.0003292627595171581
-43.8993899389939,-20.0,-8.169816981698169,0.0003314550154065377
-43.87938793879388,-20.0,-8.163816381638163,0.0003336613034974547
-43.85938593859386,-20.0,-8.157815781578158,0.0003358817097099084
-43.83938393839384,-20.0,-8.151815181518153,0.0003381163204639086
-43.81938193819382,-20.0,-8.145814581458145,0.00034036522268221655
-43.7993799379938,-20.0,-8.13981398139814,0.00034262850379310417
-43.77937793779378,-20.0,-8.133813381338134,0.00034490625173311533
-43.75937593759376,-20.0,-8.127812781278127,0.0003471985549498604
-43.73937393739374,-20.0,-8.121812181218122,0.0003495055024047974
-43.71937193719372,-20.0,-8.115811581158116,0.00035182718357605993
-43.6993699369937,-20.0,-8.10981098109811,0.0003541636884612762
-43.67936793679368,-20.0,-8.103810381038103,0.00035651510758040857
-43.65936593659366,-20.0,-8.097809780978098,0.0003588815319786088
-43.639363936393636,-20.0,-8.091809180918093,0.0003612630532290885
-43.61936193619362,-20.0,-8.085808580858085,0.0003636597634360027
-43.5993599359936,-20.0,-8.07980798079808,0.0003660717552373473
-43.57935793579358,-20.0,-8.073807380738074,0.00036849912180787444
-43.55935593559356,-20.0,-8.067806780678069,0.00037094195686201937
-43.539353935393535,-20.0,-8.061806180618062,0.00037340035465684217
-43.51935193519352,-20.0,-8.055805580558056,0.00037587440999498376
-43.499349934993496,-20.0,-8.04980498049805,0.00037836421822764723
-43.47934793479348,-20.0,-8.043804380438043,0.0003808698752575755
-43.45934593459346,-20.0,-8.037803780378038,0.0003833914775420585
-43.43934393439344,-20.0,-8.031803180318033,0.0003859291220959514
-43.41934193419342,-20.0,-8.025802580258025,0.0003884829064947075
-43.3993399339934,-20.0,-8.01980198019802,0.00039105292887742726
-43.37933793379338,-20.0,-8.013801380138014,0.0003936392879499215
-43.35933593359336,-20.0,-8.007800780078007,0.00039624208298779165
-43.33933393339334,-20.0,-8.001800180018002,0.00039886141383952306
-43.31933193319332,-20.0,-7.995799579957996,0.0004014973809296013
-43.2993299329933,-20.0,-7.98979897989799,0.00040415008526163004
-43.27932793279328,-20.0,-7.9837983798379835,0.000406819628421479
-43.259325932593256,-20.0,-7.977797779777978,0.0004095061125804407
-43.23932393239324,-20.0,-7.9717971797179725,0.0004122096404984018
-43.21932193219322,-20.0,-7.965796579657965,0.00041493031552703716
-43.1993199319932,-20.0,-7.95979597959796,0.00041766824161301394
-43.17931793179318,-20.0,-7.953795379537954,0.00042042352330120885
-43.159315931593156,-20.0,-7.947794779477948,0.0004231962657379562
-43.13931393139314,-20.0,-7.941794179417942,0.00042598657467429046
-43.11931193119312,-20.0,-7.935793579357936,0.0004287945564692294
-43.0993099309931,-20.0,-7.92979297929793,0.000431620318093047
-43.07930793079308,-20.0,-7.9237923792379235,0.0004344639671305958
-43.059305930593055,-20.0,-7.917791779177918,0.0004373256117846079
-43.03930393039304,-20.0,-7.9117911791179125,0.00044020536087903856
-43.019301930193016,-20.0,-7.905790579057905,0.0004431033238624298
-42.999299929993,-20.0,-7.8997899789979,0.000446019610811267
-42.97929792979298,-20.0,-7.893789378937894,0.00044895433243337043
-42.95929592959296,-20.0,-7.887788778877888,0.00045190760007130377
-42.93929392939294,-20.0,-7.881788178817882,0.0004548795257057899
-42.91929192919292,-20.0,-7.875787578757876,0.0004578702219591483
-42.8992899289929,-20.0,-7.86978697869787,0.00046087980209876184
-42.87928792879288,-20.0,-7.8637863786378635,0.0004639083800405315
-42.85928592859286,-20.0,-7.857785778577858,0.00046695607035237804
-42.83928392839284,-20.0,-7.8517851785178525,0.00047002298825775293
-42.81928192819282,-20.0,-7.845784578457845,0.000473109249639151
-42.7992799279928,-20.0,-7.83978397839784,0.0004762149710416645
-42.779277927792776,-20.0,-7.833783378337834,0.0004793402696765329
-42.75927592759276,-20.0,-7.827782778277828,0.00048248526342473065
-42.73927392739274,-20.0,-7.821782178217822,0.0004856500708405551
-42.71927192719272,-20.0,-7.815781578157816,0.0004888348111552434
-42.6992699269927,-20.0,-7.80978097809781,0.0004920396042806072
-42.679267926792676,-20.0,-7.8037803780378034,0.0004952645708126734
-42.65926592659266,-20.0,-7.797779777977798,0.0004985098320353605
-42.63926392639264,-20.0,-7.7917791779177925,0.0005017755099241606
-42.61926192619262,-20.0,-7.785778577857785,0.000505061727149843
-42.5992599259926,-20.0,-7.77977797779778,0.0005083686070821802
-42.579257925792575,-20.0,-7.773777377737774,0.0005116962737936855
-42.55925592559256,-20.0,-7.767776777677768,0.0005150448520633703
-42.539253925392536,-20.0,-7.761776177617762,0.000518414467380531
-42.51925192519252,-20.0,-7.755775577557756,0.000521805245948538
-42.4992499249925,-20.0,-7.74977497749775,0.0005252173146886529
-42.47924792479248,-20.0,-7.743774377437743,0.0005286508012438652
-42.45924592459246,-20.0,-7.737773777377738,0.0005321058339827414
-42.43924392439244,-20.0,-7.7317731773177325,0.0005355825420033052
-42.41924192419242,-20.0,-7.725772577257725,0.0005390810551369234
-42.3992399239924,-20.0,-7.71977197719772,0.0005426015039522162
-42.37923792379238,-20.0,-7.713771377137714,0.0005461440197589902
-42.35923592359236,-20.0,-7.707770777077708,0.0005497087346121886
-42.33923392339234,-20.0,-7.701770177017702,0.0005532957813158511
-42.31923192319232,-20.0,-7.695769576957696,0.0005569052934271221
-42.299229922992296,-20.0,-7.68976897689769,0.0005605374052602374
-42.27922792279228,-20.0,-7.683768376837683,0.0005641922518905631
-42.25922592259226,-20.0,-7.677767776777678,0.000567869969158646
-42.23922392239224,-20.0,-7.6717671767176725,0.0005715706936742699
-42.21922192219222,-20.0,-7.665766576657666,0.0005752945628205585
-42.199219921992196,-20.0,-7.65976597659766,0.0005790417147580679
-42.17921792179218,-20.0,-7.653765376537654,0.0005828122884289252
-42.15921592159216,-20.0,-7.647764776477648,0.0005866064235609759
-42.13921392139214,-20.0,-7.641764176417642,0.0005904242606719439
-42.11921192119212,-20.0,-7.635763576357636,0.0005942659410736313
-42.099209920992095,-20.0,-7.62976297629763,0.0005981316068761202
-42.07920792079208,-20.0,-7.623762376237623,0.0006020214009920024
-42.059205920592056,-20.0,-7.617761776177618,0.0006059354671406475
-42.03920392039204,-20.0,-7.6117611761176125,0.0006098739498524434
-42.01920192019202,-20.0,-7.605760576057606,0.0006138369944731183
-41.999199919991995,-20.0,-7.5997599759976,0.0006178247471680331
-41.97919791979198,-20.0,-7.593759375937594,0.0006218373549265352
-41.95919591959196,-20.0,-7.587758775877588,0.0006258749655662898
-41.93919391939194,-20.0,-7.581758175817582,0.0006299377277376901
-41.91919191919192,-20.0,-7.575757575757576,0.0006340257909282232
-41.8991899189919,-20.0,-7.56975697569757,0.0006381393054669032
-41.87918791879188,-20.0,-7.563756375637563,0.0006422784225287274
-41.85918591859186,-20.0,-7.557755775577558,0.0006464432941391127
-41.83918391839184,-20.0,-7.5517551755175525,0.0006506340731783939
-41.819181918191816,-20.0,-7.545754575457546,0.0006548509133863354
-41.7991799179918,-20.0,-7.53975397539754,0.0006590939693666508
-41.77917791779178,-20.0,-7.533753375337534,0.0006633633965915581
-41.75917591759176,-20.0,-7.527752775277528,0.000667659351406349
-41.73917391739174,-20.0,-7.521752175217522,0.0006719819910339888
-41.719171917191716,-20.0,-7.515751575157516,0.0006763314735797302
-41.6991699169917,-20.0,-7.50975097509751,0.0006807079580357544
-41.67916791679168,-20.0,-7.503750375037503,0.0006851116042858325
-41.65916591659166,-20.0,-7.497749774977498,0.000689542573110009
-41.63916391639164,-20.0,-7.4917491749174925,0.0006940010261893191
