Input1,Input2,Input3,Output
-45.35953595359536,-20.0,-8.607860786078607,0.017851586390909013
-45.33953395339534,-20.0,-8.601860186018602,0.017949279218657913
-45.31953195319532,-20.0,-8.595859585958596,0.018047476164161354
-45.2995299529953,-20.0,-8.58985898589859,0.018146179652467665
-45.27952795279528,-20.0,-8.583858385838584,0.01824539211931445
-45.25952595259526,-20.0,-8.577857785778578,0.01834511601117037
-45.23952395239524,-20.0,-8.571857185718573,0.018445353785277317
-45.21952195219522,-20.0,-8.565856585658565,0.01854610790969262
-45.1995199519952,-20.0,-8.55985598559856,0.018647380863331488
-45.17951795179518,-20.0,-8.553855385538554,0.018749175136009367
-45.15951595159516,-20.0,-8.547854785478549,0.01885149322848463
-45.13951395139514,-20.0,-8.541854185418542,0.018954337652501502
-45.11951195119512,-20.0,-8.535853585358536,0.019057710930832784
-45.0995099509951,-20.0,-8.529852985298529,0.019161615597322965
-45.079507950795076,-20.0,-8.523852385238524,0.0192660541969315
-45.05950595059506,-20.0,-8.517851785178518,0.019371029285776095
-45.03950395039504,-20.0,-8.511851185118513,0.019476543431176198
-45.01950195019502,-20.0,-8.505850585058505,0.019582599211696753
-44.999499949995,-20.0,-8.4998499849985,0.019689199217191675
-44.979497949794975,-20.0,-8.493849384938494,0.01979634604884804
-44.95949594959496,-20.0,-8.487848784878487,0.019904042319230104
-44.93949394939494,-20.0,-8.481848184818482,0.020012290652323465
-44.91949194919492,-20.0,-8.475847584758476,0.020121093683579196
-44.8994899489949,-20.0,-8.46984698469847,0.020230454059958783
-44.87948794879488,-20.0,-8.463846384638464,0.02034037443997839
-44.85948594859486,-20.0,-8.457845784578458,0.020450857493753683
-44.83948394839484,-20.0,-8.451845184518453,0.02056190590304498
-44.81948194819482,-20.0,-8.445844584458445,0.020673522361302037
-44.7994799479948,-20.0,-8.43984398439844,0.02078570957370943
-44.77947794779478,-20.0,-8.433843384338434,0.020898470257231874
-44.75947594759476,-20.0,-8.427842784278429,0.02101180714065972
-44.73947394739474,-20.0,-8.421842184218422,0.021125722964654592
-44.71947194719472,-20.0,-8.415841584158416,0.021240220481795295
-44.6994699469947,-20.0,-8.409840984098409,0.021355302456623624
-44.67946794679468,-20.0,-8.403840384038403,0.02147097166569039
-44.65946594659466,-20.0,-8.397839783978398,0.02158723089760205
-44.63946394639464,-20.0,-8.391839183918393,0.021704082953066566
-44.61946194619462,-20.0,-8.385838583858385,0.0218215306449404
-44.599459945994596,-20.0,-8.37983798379838,0.021939576798274896
-44.57945794579458,-20.0,-8.373837383738374,0.022058224250363287
-44.55945594559456,-20.0,-8.367836783678367,0.022177475850787616
-44.53945394539454,-20.0,-8.361836183618362,0.02229733446146582
-44.51945194519452,-20.0,-8.355835583558356,0.022417802956699366
-44.499449944994495,-20.0,-8.34983498349835,0.022538884223220045
-44.47944794479448,-20.0,-8.343834383438343,0.022660581160238183
-44.45944594459446,-20.0,-8.337833783378338,0.02278289667948995
-44.43944394439444,-20.0,-8.331833183318333,0.022905833705285525
-44.41944194419442,-20.0,-8.325832583258325,0.02302939517455717
-44.3994399439944,-20.0,-8.31983198319832,0.023153584036907038
-44.37943794379438,-20.0,-8.313831383138314,0.023278403254656025
-44.35943594359436,-20.0,-8.307830783078309,0.023403855802891883
-44.33943394339434,-20.0,-8.301830183018302,0.0235299446695181
-44.31943194319432,-20.0,-8.295829582958296,0.023656672855302614
-44.2994299429943,-20.0,-8.289828982898289,0.02378404337392686
-44.27942794279428,-20.0,-8.283828382838283,0.023912059252034698
-44.25942594259426,-20.0,-8.277827782778278,0.02404072352928186
-44.23942394239424,-20.0,-8.271827182718273,0.0241700392583856
-44.21942194219422,-20.0,-8.265826582658265,0.024300009505173616
-44.1994199419942,-20.0,-8.25982598259826,0.02443063734863437
-44.17941794179418,-20.0,-8.253825382538254,0.024561925880966912
-44.15941594159416,-20.0,-8.247824782478247,0.024693878207630623
