Input1,Input2,Input3,Input4,Output1,Output2,normalisedKPI_1,normalisedKPI_2,normalised_threshold_1,normalised_threshold_2
-21.977197719771976,-20.0,-1.5931593159315938,-1.5931593159315938,3.3209895694909597,0.17288796440695398,-0.5243760322963824,-0.6086051471118625,1.372534185984296,1.0814299669333853
-21.957195719571956,-20.0,-1.5871587158715883,-1.5871587158715883,3.33257199885979,0.17371664354558608,-0.5240695153887089,-0.6085876029867294,1.372534185984296,1.0814299669333853
-21.937193719371937,-20.0,-1.581158115811581,-1.581158115811581,3.344189170804013,0.17454899962628037,-0.5237620790550296,-0.60856998101635,1.372534185984296,1.0814299669333853
-21.917191719171917,-20.0,-1.5751575157515756,-1.5751575157515756,3.355841167092115,0.17538504744628647,-0.5234537211314266,-0.608552280887449,1.372534185984296,1.0814299669333853
-21.897189718971894,-20.0,-1.5691569156915701,-1.5691569156915701,3.367528069600654,0.17622480185497588,-0.5231444394511223,-0.6085345022856473,1.372534185984296,1.0814299669333853
-21.877187718771875,-20.0,-1.5631563156315629,-1.5631563156315629,3.3792499603140795,0.17706827775399217,-0.5228342318444837,-0.6085166448954594,1.372534185984296,1.0814299669333853
-21.857185718571856,-20.0,-1.5571557155715574,-1.5571557155715574,3.3910069213245437,0.1779154900973987,-0.5225230961390279,-0.6084987084002901,1.372534185984296,1.0814299669333853
-21.837183718371836,-20.0,-1.551155115511552,-1.551155115511552,3.402799034831741,0.1787664538918293,-0.5222110301594255,-0.6084806924824309,1.372534185984296,1.0814299669333853
-21.817181718171817,-20.0,-1.5451545154515465,-1.5451545154515465,3.4146263831427057,0.179621184196637,-0.5218980317275067,-0.6084625968230574,1.372534185984296,1.0814299669333853
-21.797179717971797,-20.0,-1.5391539153915392,-1.5391539153915392,3.4264890486716464,0.180479696124045,-0.5215840986622657,-0.6084444211022259,1.372534185984296,1.0814299669333853
-21.777177717771774,-20.0,-1.5331533153315338,-1.5331533153315338,3.4383871139397373,0.18134200483929758,-0.5212692287798657,-0.60842616499887,1.372534185984296,1.0814299669333853
-21.757175717571755,-20.0,-1.5271527152715283,-1.5271527152715283,3.4503206615749495,0.18220812556080926,-0.5209534198936434,-0.6084078281907978,1.372534185984296,1.0814299669333853
-21.737173717371736,-20.0,-1.521152115211521,-1.521152115211521,3.462289774311854,0.18307807356031594,-0.5206366698141148,-0.6083894103546883,1.372534185984296,1.0814299669333853
-21.717171717171716,-20.0,-1.5151515151515156,-1.5151515151515156,3.4742945349914307,0.18395186416302642,-0.5203189763489801,-0.6083709111660888,1.372534185984296,1.0814299669333853
-21.697169716971697,-20.0,-1.5091509150915101,-1.5091509150915101,3.4863350265608837,0.18482951274777612,-0.5200003373031277,-0.6083523302994109,1.372534185984296,1.0814299669333853
-21.677167716771677,-20.0,-1.5031503150315029,-1.5031503150315029,3.498411332073448,0.18571103474717363,-0.5196807504786406,-0.6083336674279277,1.372534185984296,1.0814299669333853
-21.657165716571654,-20.0,-1.4971497149714974,-1.4971497149714974,3.5105235346881773,0.18659644564775738,-0.5193602136748012,-0.6083149222237711,1.372534185984296,1.0814299669333853
-21.637163716371635,-20.0,-1.491149114911492,-1.491149114911492,3.522671717669763,0.1874857609901458,-0.5190387246880963,-0.6082960943579274,1.372534185984296,1.0814299669333853
-21.617161716171616,-20.0,-1.4851485148514865,-1.4851485148514865,3.5348559643883353,0.18837899636918956,-0.5187162813122225,-0.6082771835002352,1.372534185984296,1.0814299669333853
-21.597159715971596,-20.0,-1.4791479147914792,-1.4791479147914792,3.5470763583192655,0.18927616743412568,-0.5183928813380909,-0.6082581893193812,1.372534185984296,1.0814299669333853
-21.577157715771577,-20.0,-1.4731473147314738,-1.4731473147314738,3.5593329830429448,0.1901772898887302,-0.5180685225538341,-0.6082391114828981,1.372534185984296,1.0814299669333853
-21.557155715571557,-20.0,-1.4671467146714683,-1.4671467146714683,3.5716259222446154,0.19108237949147067,-0.5177432027448091,-0.6082199496571602,1.372534185984296,1.0814299669333853
-21.537153715371534,-20.0,-1.461146114611461,-1.461146114611461,3.5839552597141333,0.1919914520556596,-0.5174169196936049,-0.6082007035073808,1.372534185984296,1.0814299669333853
-21.517151715171515,-20.0,-1.4551455145514556,-1.4551455145514556,3.5963210793457776,0.19290452344961018,-0.5170896711800471,-0.6081813726976089,1.372534185984296,1.0814299669333853
-21.497149714971496,-20.0,-1.44914491449145,-1.44914491449145,3.6087234651380444,0.19382160959678782,-0.516761454981203,-0.6081619568907255,1.372534185984296,1.0814299669333853
-21.477147714771476,-20.0,-1.4431443144314429,-1.4431443144314429,3.6211625011934263,0.19474272647596674,-0.5164322688713879,-0.6081424557484412,1.372534185984296,1.0814299669333853
-21.457145714571457,-20.0,-1.4371437143714374,-1.4371437143714374,3.633638271718216,0.19566789012138425,-0.5161021106221702,-0.6081228689312919,1.372534185984296,1.0814299669333853
-21.437143714371437,-20.0,-1.431143114311432,-1.431143114311432,3.646150861022293,0.1965971166228939,-0.5157709780023767,-0.6081031960986364,1.372534185984296,1.0814299669333853
-21.417141714171414,-20.0,-1.4251425142514265,-1.4251425142514265,3.6587003535188893,0.19753042212612237,-0.5154388687780996,-0.6080834369086524,1.372534185984296,1.0814299669333853
-21.397139713971395,-20.0,-1.4191419141914192,-1.4191419141914192,3.6712868337243925,0.19846782283262449,-0.5151057807127006,-0.6080635910183336,1.372534185984296,1.0814299669333853
-21.377137713771376,-20.0,-1.4131413141314138,-1.4131413141314138,3.6839103862581193,0.19940933500003902,-0.514771711566818,-0.6080436580834866,1.372534185984296,1.0814299669333853
-21.357135713571356,-20.0,-1.4071407140714083,-1.4071407140714083,3.6965710958421156,0.20035497494224352,-0.5144366590983712,-0.608023637758727,1.372534185984296,1.0814299669333853
-21.337133713371337,-20.0,-1.401140114011401,-1.401140114011401,3.7092690473009062,0.20130475902951403,-0.5141006210625677,-0.6080035296974767,1.372534185984296,1.0814299669333853
-21.317131713171317,-20.0,-1.3951395139513956,-1.3951395139513956,3.722004325561291,0.20225870368867568,-0.5137635952119083,-0.6079833335519602,1.372534185984296,1.0814299669333853
-21.297129712971294,-20.0,-1.38913891389139,-1.38913891389139,3.7347770156521185,0.20321682540326538,-0.5134255792961931,-0.6079630489732012,1.372534185984296,1.0814299669333853
-21.277127712771275,-20.0,-1.3831383138313829,-1.3831383138313829,3.7475872027040578,0.20417914071368548,-0.513086571062528,-0.6079426756110199,1.372534185984296,1.0814299669333853
-21.257125712571256,-20.0,-1.3771377137713774,-1.3771377137713774,3.7604349719493713,0.2051456662173619,-0.5127465682553299,-0.6079222131140287,1.372534185984296,1.0814299669333853
-21.237123712371236,-20.0,-1.371137113711372,-1.371137113711372,3.7733204087216836,0.20611641856890092,-0.5124055686163338,-0.6079016611296302,1.372534185984296,1.0814299669333853
-21.217121712171217,-20.0,-1.3651365136513665,-1.3651365136513665,3.786243598455767,0.2070914144802492,-0.5120635698845972,-0.6078810193040121,1.372534185984296,1.0814299669333853
-21.197119711971197,-20.0,-1.3591359135913592,-1.3591359135913592,3.7992046266872928,0.20807067072084948,-0.5117205697965082,-0.6078602872821456,1.372534185984296,1.0814299669333853
-21.177117711771174,-20.0,-1.3531353135313537,-1.3531353135313537,3.8122035790525937,0.20905420411779976,-0.5113765660857902,-0.6078394647077809,1.372534185984296,1.0814299669333853
-21.157115711571155,-20.0,-1.3471347134713483,-1.3471347134713483,3.825240541288442,0.21004203155601175,-0.5110315564835093,-0.6078185512234443,1.372534185984296,1.0814299669333853
-21.137113711371136,-20.0,-1.341134113411341,-1.341134113411341,3.838315599231805,0.2110341699783702,-0.5106855387180795,-0.6077975464704346,1.372534185984296,1.0814299669333853
