Input1,Input2,Output
-53.93539353935393,3.8193819381938177,3.983858594862128e-42
-53.915391539153916,3.825382538253825,5.862196811557071e-42
-53.89538953895389,3.8313831383138304,8.609290341631824e-42
-53.87538753875387,3.837383738373836,1.2619155621094639e-41
-53.855385538553854,3.843384338433843,1.8460976934557018e-41
-53.83538353835383,3.8493849384938486,2.695540867760223e-41
-53.815381538153815,3.855385538553854,3.9283429190043594e-41
-53.79537953795379,3.8613861386138613,5.714134037857662e-41
-53.775377537753776,3.8673867386738667,8.296106212860756e-41
-53.75537553755375,3.873387338733872,1.2022264490198905e-40
-53.73537353735373,3.8793879387938777,1.7389678476686225e-40
-53.715371537153715,3.885388538853885,2.510702699036821e-40
-53.69536953695369,3.8913891389138904,3.6182836764546516e-40
-53.675367536753676,3.897389738973896,5.204974492115498e-40
-53.65536553655365,3.903390339033903,7.473917683195171e-40
-53.63536353635363,3.9093909390939086,1.0712645428057131e-39
-53.615361536153614,3.915391539153914,1.5327411989768743e-39
-53.59535953595359,3.9213921392139213,2.1891198403476297e-39
-53.575357535753575,3.9273927392739267,3.121071628463739e-39
-53.55535553555355,3.933393339333932,4.4419767028397335e-39
-53.535353535353536,3.9393939393939377,6.310909761871204e-39
-53.51535153515351,3.945394539453945,8.950670949511745e-39
-53.49534953495349,3.9513951395139504,1.267277946528491e-38
-53.475347534753475,3.957395739573956,1.7912059683048262e-38
-53.45534553455345,3.963396339633963,2.5274420507347403e-38
-53.435343534353436,3.9693969396939686,3.560274985498903e-38
-53.41534153415341,3.975397539753974,5.00676408508137e-38
-53.39533953395339,3.9813981398139813,7.029210026744559e-38
-53.375337533753374,3.9873987398739867,9.852268517658524e-38
-53.35533553355335,3.993399339933992,1.378639683512923e-37
-53.335333533353335,3.9993999399939977,1.925992446002201e-37
-53.31533153315331,4.005400540054005,2.6862849010151136e-37
-53.295329532953296,4.01140114011401,3.7406548282437627e-37
-53.27532753275327,4.017401740174016,5.200506261741463e-37
-53.25532553255325,4.023402340234023,7.218556413327004e-37
-53.235323532353235,4.029402940294029,1.0003825660306873e-36
-53.21532153215321,4.035403540354034,1.3841946165283292e-36
-53.195319531953196,4.041404140414041,1.9122633414767802e-36
-53.17531753175317,4.047404740474047,2.6376789576893386e-36
-53.15531553155315,4.053405340534052,3.632653865975248e-36
-53.135313531353134,4.059405940594058,4.995259756315439e-36
-53.11531153115311,4.065406540654065,6.858485173245197e-36
-53.095309530953095,4.07140714071407,9.40239440265029e-36
-53.07530753075307,4.077407740774076,1.287042509955846e-35
-53.055305530553056,4.083408340834083,1.759120087840661e-35
-53.03530353035303,4.089408940894089,2.4007681835916576e-35
-53.01530153015301,4.095409540954094,3.271606420001162e-35
-52.995299529952995,4.101410141014101,4.4517613667282413e-35
-52.97529752975297,4.107410741074107,6.048763230669246e-35
-52.955295529552956,4.113411341134112,8.206708993873448e-35
-52.93529352935293,4.119411941194118,1.1118419331989096e-34
-52.91529152915291,4.125412541254125,1.5041544417396148e-34
-52.895289528952894,4.13141314131413,2.031987103476997e-34
-52.87528752875287,4.137413741374136,2.7411471005423493e-34
-52.855285528552855,4.143414341434143,3.6925835415592154e-34
-52.83528352835283,4.149414941494149,4.967279493845037e-34
-52.815281528152816,4.155415541554154,6.672687782523028e-34
-52.79527952795279,4.161416141614161,8.951186067578174e-34
-52.77527752775277,4.167416741674167,1.1991169567714654e-33
-52.755275527552755,4.173417341734172,1.604158448528247e-33
-52.73527352735273,4.179417941794178,2.1430943624467862e-33
-52.715271527152716,4.185418541854185,2.8592173117639797e-33
-52.69526952695269,4.19141914191419,3.809503501301552e-33
-52.67526752675267,4.197419741974196,5.068837948464283e-33
-52.655265526552654,4.203420342034203,6.735513409691378e-33
-52.63526352635263,4.209420942094209,8.938377590714785e-33
-52.615261526152615,4.215421542154214,1.1846110600075847e-32
-52.59525952595259,4.221422142214221,1.567925196784042e-32
-52.575257525752576,4.227422742274227,2.0725772040642233e-32
-52.55525552555255,4.233423342334232,2.736120647646684e-32
-52.53525352535253,4.239423942394238,3.607465789679752e-32
-52.515251525152514,4.245424542454245,4.750233190026742e-32
-52.49524952495249,4.25142514251425,6.247073624092809e-32
-52.475247524752476,4.257425742574256,8.205225798606784e-32
-52.45524552455245,4.263426342634263,1.0763657650362813e-31
-52.43524352435243,4.269426942694269,1.4102231110245452e-31
-52.415241524152414,4.275427542754274,1.8453449233004863e-31
-52.39523952395239,4.281428142814281,2.4117494949002984e-31
-52.375237523752375,4.287428742874287,3.148146040905823e-31
-52.35523552355235,4.293429342934292,4.1043904982807296e-31
-52.335233523352336,4.299429942994298,5.344618092436333e-31
-52.31523152315231,4.305430543054305,6.9512344093696745e-31
-52.29522952295229,4.31143114311431,9.029994227265868e-31
-52.275227522752274,4.317431743174316,1.1716456959253145e-30
-52.25522552255225,4.323432343234323,1.5184182224774131e-30
-52.235223522352236,4.329432943294329,1.9655122501843147e-30
-52.21522152215221,4.335433543354334,2.541278659944142e-30
-52.19521952195219,4.341434143414341,3.281889349725747e-30
-52.175217521752174,4.347434743474347,4.233441793310843e-30
-52.15521552155215,4.353435343534352,5.4546155620141064e-30
-52.135213521352135,4.359435943594358,7.020021780151531e-30
-52.11521152115211,4.365436543654365,9.024421511992803e-30
-52.095209520952096,4.37143714371437,1.1588032562989603e-29
-52.07520752075207,4.377437743774376,1.4863198103879695e-29
-52.05520552055205,4.383438343834383,1.9042757325915887e-29
-52.035203520352034,4.389438943894389,2.4370540991864162e-29
-52.01520152015201,4.395439543954394,3.115451691316695e-29
-51.995199519951996,4.401440144014401,3.978323652688797e-29
-51.97519751975197,4.407440744074407,5.074638932655598e-29
-51.95519551955195,4.413441344134412,6.466046358297758e-29
-51.935193519351934,4.419441944194418,8.230074770043586e-29
-51.91519151915191,4.425442544254425,1.0464119658817035e-28
-51.895189518951895,4.43144314431443,1.3290404362945475e-28
-51.87518751875187,4.437443744374436,1.6862147583953138e-28
-51.855185518551856,4.443444344434443,2.1371222539219415e-28
-51.83518351835183,4.449444944494449,2.7057658642309917e-28
-51.81518151815181,4.455445544554454,3.422141680089052e-28
-51.795179517951794,4.461446144614461,4.323696740970881e-28
-51.77517751775177,4.467446744674467,5.457131971619908e-28
-51.755175517551756,4.473447344734472,6.880629706815074e-28
-51.73517351735173,4.479447944794478,8.66660301914068e-28
-51.71517151715171,4.485448544854485,1.0905085681181969e-27
-51.695169516951694,4.49144914491449,1.370790787245647e-27
-51.67516751675167,4.497449744974496,1.721383465655546e-27
-51.655165516551655,4.503450345034503,2.1594882976179995e-27
-51.63516351635163,4.509450945094509,2.7064079849036685e-27
-51.615161516151616,4.515451545154514,3.388498128264237e-27
-51.59515951595159,4.521452145214521,4.238334018260247e-27
-51.57515751575157,4.527452745274527,5.2961394627685375e-27
-51.555155515551554,4.533453345334532,6.611534822182864e-27
-51.53515351535153,4.539453945394538,8.245673526871789e-27
-51.515151515151516,4.545454545454545,1.0273850938140664e-26
-51.49514951495149,4.55145514551455,1.2788686976628157e-26
-51.47514751475147,4.557455745574556,1.590400506824013e-26
-51.455145514551454,4.563456345634563,1.9759555346773513e-26
-51.43514351435143,4.569456945694569,2.4526760536366964e-26
-51.415141514151415,4.575457545754574,3.0415699504625924e-26
-51.39513951395139,4.581458145814581,3.768358730277422e-26
-51.375137513751376,4.587458745874587,4.664506298536208e-26
-51.35513551355135,4.593459345934592,5.768465927969579e-26
-51.33513351335133,4.599459945994598,7.127190320896218e-26
-51.315131513151314,4.605460546054605,8.797958637599414e-26
-51.29512951295129,4.61146114611461,1.0850585052024945e-25
-51.275127512751276,4.617461746174616,1.3370086139779355e-25
-51.25512551255125,4.623462346234623,1.6459899581229007e-25
-51.23512351235123,4.629462946294629,2.0245764723581461e-25
-51.215121512151214,4.635463546354634,2.4880397019233472e-25
-51.19511951195119,4.641464146414641,3.054911386596895e-25
-51.175117511751175,4.647464746474647,3.7476599650021122e-25
-51.15511551155115,4.653465346534652,4.5935033695742235e-25
-51.135113511351136,4.659465946594658,5.625384736530932e-25
-51.11511151115111,4.665466546654665,6.883142691309952e-25
-51.09510951095109,4.6714671467146704,8.414913826978255e-25
-51.075107510751074,4.677467746774676,1.0278812033619751e-24
-51.05510551055105,4.683468346834683,1.2544937650782516e-24
-51.035103510351036,4.689468946894689,1.5297779225006705e-24
-51.01510151015101,4.695469546954694,1.8639082219862224e-24
-50.99509950995099,4.701470147014701,2.269127264975522e-24
-50.975097509750974,4.707470747074707,2.760153964438942e-24
-50.95509550955095,4.713471347134712,3.354669980982941e-24
-50.935093509350935,4.719471947194718,4.0738988413825295e-24
-50.91509150915091,4.725472547254725,4.9432948445160464e-24
-50.895089508950896,4.7314731473147305,5.993361912705858e-24
-50.87508750875087,4.737473747374736,7.260626125623494e-24
-50.85508550855085,4.743474347434743,8.788789866505154e-24
-50.835083508350834,4.749474947494749,1.063010041779733e-23
-50.81508150815081,4.755475547554754,1.2846971582851019e-23
-50.795079507950796,4.761476147614761,1.5513903617811813e-23
-50.77507750775077,4.767476747674767,1.8719754590670502e-23
-50.75507550755075,4.773477347734772,2.257042542427989e-23
-50.735073507350734,4.779477947794778,2.7192031536975314e-23
-50.71507150715071,4.785478547854785,3.273464641064637e-23
-50.695069506950695,4.7914791479147905,3.937671687118784e-23
-50.67506750675067,4.797479747974796,4.733026668248173e-23
-50.655065506550656,4.803480348034803,5.684702460331887e-23
-50.63506350635063,4.809480948094809,6.822563576417766e-23
-50.61506150615061,4.815481548154814,8.182014157845507e-23
-50.595059505950594,4.821482148214821,9.804994397485927e-23
-50.57505750575057,4.827482748274827,1.1741150517233111e-22
-50.555055505550555,4.833483348334832,1.404920752594523e-22
-50.53505350535053,4.839483948394838,1.6798578733926951e-22
-50.51505150515051,4.845484548454845,2.0071251493485195e-22
-50.495049504950494,4.8514851485148505,2.3963994983887954e-22
-50.47504750475047,4.857485748574856,2.8590943191195406e-22
-50.455045504550455,4.863486348634863,3.408661469518675e-22
-50.43504350435043,4.869486948694869,4.0609440634199933e-22
-50.415041504150416,4.875487548754874,4.834588346491104e-22
-50.39503950395039,4.881488148814881,5.751524208569403e-22
-50.37503750375037,4.887488748874887,6.837525379749108e-22
-50.355035503550354,4.893489348934892,8.122862071796799e-22
-50.33503350335033,4.899489948994898,9.643060796507414e-22
-50.315031503150315,4.905490549054905,1.1439788355158235e-21
-50.29502950295029,4.9114911491149105,1.3561879589927161e-21
-50.27502750275027,4.917491749174916,1.6066531466357767e-21
-50.255025502550254,4.923492349234923,1.9020689469427627e-21
-50.23502350235023,4.929492949294929,2.250265620551055e-21
-50.215021502150215,4.935493549354934,2.6603956577699808e-21
-50.19501950195019,4.941494149414941,3.1431499020899614e-21
-50.175017501750176,4.947494749474947,3.7110078134649926e-21
-50.15501550155015,4.953495349534952,4.378527073621845e-21
-50.13501350135013,4.959495949594958,5.162678498766102e-21
-50.115011501150114,4.965496549654965,6.083233095683844e-21
-50.09500950095009,4.9714971497149705,7.163209089868174e-21
-50.075007500750075,4.977497749774976,8.429387885316547e-21
-50.05500550055005,4.983498349834983,9.91290920350412e-21
-50.03500350035003,4.989498949894989,1.164995711457119e-20
-50.015001500150014,4.995499549954994,1.3682550340424707e-20
-49.99499949994999,5.001500150015001,1.6059452103639067e-20
-49.974997499749975,5.007500750075007,1.883721694748516e-20
-49.95499549954995,5.013501350135012,2.2081394394547075e-20
-49.934993499349936,5.019501950195018,2.5867912081691756e-20
-49.91499149914991,5.025502550255025,3.028466414992306e-20
-49.89498949894989,5.0315031503150305,3.543333422609516e-20
-49.874987498749874,5.037503750375036,4.143148636280867e-20
-49.85498549854985,5.043504350435043,4.841496186247098e-20
-49.834983498349835,5.049504950495049,5.654062506825946e-20
-49.81498149814981,5.055505550555054,6.598950703328418e-20
-49.79497949794979,5.061506150615061,7.697040256296845e-20
-49.774977497749774,5.067506750675067,8.972398355834704e-20
-49.75497549754975,5.073507350735072,1.0452749997378212e-19
-49.734973497349735,5.079507950795078,1.2170014915825324e-19
-49.71497149714971,5.085508550855085,1.4160920500540654e-19
-49.694969496949696,5.0915091509150905,1.6467701033876022e-19
-49.67496749674967,5.097509750975096,1.9138894946763055e-19
-49.65496549654965,5.103510351035103,2.2230253304611527e-19
-49.634963496349634,5.109510951095109,2.5805774445407043e-19
-49.61496149614961,5.115511551155114,2.9938881611849404e-19
-49.594959495949595,5.121512151215121,3.4713762575522453e-19
-49.57495749574957,5.127512751275127,4.0226892671219757e-19
-49.55495549554955,5.133513351335132,4.658876537431127e-19
-49.534953495349534,5.139513951395138,5.392585759769721e-19
-49.51495149514951,5.145514551455145,6.238286029537663e-19
-49.494949494949495,5.1515151515151505,7.2125208778985985e-19
-49.47494749474947,5.157515751575156,8.334195142865012e-19
-49.454945494549456,5.163516351635163,9.624900026156616e-19
-49.43494349434943,5.169516951695169,1.1109281216855585e-18
-49.41494149414941,5.175517551755174,1.2815455560342794e-18
-49.394939493949394,5.181518151815181,1.4775482418265137e-18
-49.37493749374937,5.187518751875187,1.7025896610117745e-18
-49.354935493549355,5.193519351935192,1.960831065798463e-18
-49.33493349334933,5.199519951995198,2.2570094982528056e-18
-49.31493149314931,5.205520552055205,2.5965145730917607e-18
-49.294929492949294,5.2115211521152105,2.9854751067555224e-18
-49.27492749274927,5.217521752175216,3.4308568038914055e-18
-49.254925492549255,5.223522352235223,3.9405723548540146e-18
-49.23492349234923,5.229522952295229,4.523605456276753e-18
-49.214921492149216,5.235523552355234,5.190150442891011e-18
-49.19491949194919,5.241524152415241,5.951769414431665e-18
-49.17491749174917,5.247524752475247,6.8215689587331666e-18
-49.154915491549154,5.253525352535252,7.814398813248605e-18
-49.13491349134913,5.259525952595258,8.947075074690787e-18
-49.114911491149115,5.265526552655265,1.0238630863045694e-17
-49.09490949094909,5.2715271527152705,1.1710597674822458e-17
-49.07490749074907,5.277527752775276,1.3387321024376643e-17
-49.054905490549054,5.283528352835283,1.5296314375073855e-17
-49.03490349034903,5.289528952895289,1.746865580789173e-17
-49.014901490149015,5.295529552955294,1.993943236813919e-17
-48.99489948994899,5.301530153015301,2.2748237575997014e-17
-48.974897489748976,5.307530753075307,2.5939728188770957e-17
-48.95489548954895,5.313531353135312,2.9564246967777425e-17
-48.93489348934893,5.319531953195318,3.3678518936769846e-17
-48.914891489148914,5.325532553255325,3.834642942866018e-17
-48.89488948894889,5.3315331533153305,4.363989311027397e-17
-48.874887488748875,5.337533753375336,4.963982415913938e-17
-48.85488548854885,5.343534353435343,5.643721885064597e-17
-48.83488348834883,5.349534953495349,6.413436300790702e-17
-48.814881488148814,5.355535553555354,7.284617808085939e-17
-48.79487948794879,5.361536153615361,8.27017210668321e-17
-48.774877487748775,5.367536753675367,9.38458550745633e-17
-48.75487548754875,5.373537353735372,1.0644110908096512e-16
-48.73487348734873,5.379537953795378,1.206697473493361e-16
-48.71487148714871,5.385538553855385,1.367360710856612e-16
-48.69486948694869,5.3915391539153905,1.5486897722293645e-16
-48.674867486748674,5.397539753975396,1.7532480176165176e-16
-48.65486548654865,5.403540354035403,1.9839047787757934e-16
-48.634863486348635,5.409540954095409,2.24387042058649e-16
-48.61486148614861,5.415541554155414,2.536735248749575e-16
-48.59485948594859,5.42154215421542,2.866512666457838e-16
-48.57485748574857,5.427542754275427,3.2376870227400163e-16
-48.55485548554855,5.433543354335432,3.6552666390156005e-16
-48.534853485348535,5.439543954395438,4.1248425483370987e-16
-48.51485148514851,5.445544554455445,4.65265353420144e-16
-48.49484948494849,5.4515451545154505,5.245658113073608e-16
-48.47484748474847,5.457545754575456,5.911614167312752e-16
-48.45484548454845,5.463546354635463,6.659167003466765e-16
-48.434843484348434,5.469546954695469,7.497946685414886e-16
-48.41484148414841,5.475547554755474,8.438675573122876e-16
-48.394839483948395,5.48154815481548,9.493287086383683e-16
-48.37483748374837,5.487548754875487,1.0675056809514592e-15
-48.35483548354835,5.493549354935492,1.1998747158191049e-15
-48.33483348334833,5.499549954995498,1.3480766944189115e-15
-48.31483148314831,5.505550555055505,1.513934729851836e-15
-48.294829482948295,5.5115511551155105,1.6994735549129698e-15
-48.27482748274827,5.517551755175516,1.9069408796976923e-15
-48.25482548254825,5.523552355235523,2.138830909464222e-15
-48.23482348234823,5.529552955295529,2.397910230610029e-15
-48.21482148214821,5.535553555355534,2.6872462915595976e-15
-48.194819481948194,5.54155415541554,3.010238725922358e-15
-48.17481748174817,5.547554755475547,3.3706537876032735e-15
-48.154815481548155,5.553555355535552,3.772662191759216e-15
-48.13481348134813,5.559555955595558,4.220880681759514e-15
-48.11481148114811,5.565556555655565,4.720417670772341e-15
-48.09480948094809,5.5715571557155705,5.276923337449815e-15
-48.07480748074807,5.577557755775576,5.896644588600648e-15
-48.054805480548055,5.583558355835583,6.586485337912315e-15
-48.03480348034803,5.589558955895589,7.354072588951615e-15
-48.01480148014801,5.595559555955594,8.207828853032325e-15
-47.99479947994799,5.6015601560156,9.157051478358013e-15
-47.97479747974797,5.607560756075607,1.0211999516382153e-14
-47.954795479547954,5.613561356135612,1.1383988804849367e-14
-47.93479347934793,5.619561956195618,1.268549600481118e-14
-47.914791479147915,5.625562556255625,1.4130272391334706e-14
-47.89478947894789,5.6315631563156305,1.573346826502528e-14
-47.87478747874787,5.637563756375636,1.751176892419888e-14
-47.85478547854785,5.643564356435643,1.9483543215967793e-14
-47.83478347834783,5.649564956495649,2.1669005769072487e-14
-47.814781478147815,5.655565556555654,2.4090394102427836e-14
-47.79477947794779,5.66156615661566,2.677216190154966e-14
-47.77477747774777,5.667566756675667,2.974118986076471e-14
-47.75477547754775,5.673567356735672,3.302701560297087e-14
-47.73477347734773,5.679567956795678,3.666208431122516e-14
-47.714771477147714,5.685568556855685,4.0682021838231814e-14
-47.69476947694769,5.6915691569156905,4.5125932201559944e-14
-47.674767476747675,5.697569756975696,5.003672152478412e-14
-47.65476547654765,5.703570357035703,5.546145064846939e-14
-47.63476347634763,5.709570957095709,6.145171881081466e-14
-47.61476147614761,5.715571557155714,6.806408098667401e-14
-47.59475947594759,5.72157215721572,7.536050167636279e-14
-47.574757475747575,5.727572757275727,8.340884815328403e-14
-47.55475547554755,5.733573357335732,9.228342641273605e-14
-47.53475347534753,5.739573957395738,1.0206556331455659e-13
-47.51475147514751,5.745574557455745,1.128442386804666e-13
-47.49474947494749,5.7515751575157505,1.2471677139444722e-13
-47.474747474747474,5.757575757575756,1.3778956386240117e-13
-47.45474547454745,5.763576357635763,1.5217890951704082e-13
-47.434743474347435,5.769576957695769,1.6801186840683796e-13
-47.41474147414741,5.775577557755774,1.854272162856751e-13
-47.39473947394739,5.78157815781578,2.0457647302361127e-13
-47.37473747374737,5.787578757875787,2.256250165913872e-13
-47.35473547354735,5.793579357935792,2.4875328933292763e-13
-47.334733473347335,5.799579957995798,2.7415810373371363e-13
-47.31473147314731,5.805580558055805,3.0205405541995195e-13
-47.29472947294729,5.8115811581158106,3.3267505168643893e-13
-47.27472747274727,5.817581758175816,3.6627596445215066e-13
-47.25472547254725,5.823582358235823,4.0313441718365727e-13
-47.234723472347234,5.829582958295829,4.4355271601090037e-13
-47.21472147214721,5.835583558355834,4.878599359895574e-13
-47.194719471947195,5.84158415841584,5.364141742419458e-13
-47.17471747174717,5.847584758475847,5.896049825378349e-13
-47.15471547154715,5.853585358535852,6.478559927596501e-13
-47.13471347134713,5.859585958595858,7.116277496376101e-13
-47.11471147114711,5.865586558655865,7.814207661419904e-13
-47.094709470947095,5.871587158715871,8.577788179857672e-13
-47.07470747074707,5.877587758775876,9.412924948262908e-13
-47.05470547054705,5.883588358835883,1.0326030269601949e-12
-47.03470347034703,5.889588958895889,1.132406407590293e-12
-47.01470147014701,5.895589558955894,1.2414578321071267e-12
-46.994699469946994,5.9015901590159,1.3605764772768958e-12
-46.97469746974697,5.907590759075907,1.4906506447690763e-12
-46.954695469546955,5.913591359135912,1.6326432950913098e-12
-46.93469346934693,5.919591959195918,1.7875979997375655e-12
-46.91469146914691,5.925592559255925,1.9566453411968465e-12
-46.89468946894689,5.931593159315931,2.1410097924274247e-12
-46.87468746874687,5.937593759375936,2.34201710947523e-12
-46.854685468546855,5.943594359435943,2.5611022731148774e-12
-46.83468346834683,5.949594959495949,2.7998180177240702e-12
-46.81468146814681,5.955595559555954,3.059843988074027e-12
-46.79467946794679,5.96159615961596,3.342996567335541e-12
-46.77467746774677,5.967596759675967,3.651239422374947e-12
-46.754675467546754,5.973597359735972,3.986694815348128e-12
-46.73467346734673,5.979597959795978,4.3516557337120415e-12
-46.714671467146715,5.985598559855985,4.748598894056559e-12
-46.69466946694669,5.991599159915991,5.180198678643193e-12
-46.67466746674667,5.997599759975996,5.649342067213114e-12
-46.65466546654665,6.003600360036003,6.159144630516416e-12
-46.63466346634663,6.009600960096009,6.712967656126175e-12
-46.614661466146615,6.015601560156014,7.314436481444018e-12
-46.59465946594659,6.02160216021602,7.967460113390311e-12
-46.57465746574657,6.027602760276025,8.676252219118274e-12
-46.55465546554655,6.033603360336034,9.445353577205371e-12
-46.53465346534653,6.03960396039604,1.0279656084170593e-11
-46.514651465146514,6.045604560456045,1.1184428416866989e-11
-46.49464946494649,6.051605160516051,1.216534345729675e-11
-46.474647464746475,6.057605760576056,1.3228507592736723e-11
-46.45464546454645,6.0636063606360615,1.4380492010738969e-11
-46.43464346434643,6.069606960696067,1.5628366115601524e-11
-46.41464146414641,6.075607560756076,1.697973320032736e-11
-46.39463946394639,6.0816081608160815,1.844276851588683e-11
-46.374637463746375,6.087608760876087,2.0026259887836183e-11
-46.35463546354635,6.093609360936092,2.1739651038983442e-11
-46.33463346334633,6.099609960996098,2.359308778591325e-11
-46.31463146314631,6.105610561056103,2.5597467286765804e-11
-46.29462946294629,6.111611161116109,2.7764490527739467e-11
-46.274627462746274,6.117611761176118,3.010671824639077e-11
-46.25462546254625,6.123612361236123,3.263763050094457e-11
-46.234623462346235,6.129612961296129,3.5371690106551134e-11
-46.21462146214621,6.135613561356134,3.8324410171708164e-11
-46.19461946194619,6.14161416141614,4.15124259810078e-11
-46.17461746174617,6.147614761476145,4.495357148393914e-11
-46.15461546154615,6.153615361536154,4.866696066371823e-11
-46.134613461346134,6.15961596159616,5.267307407506411e-11
-46.11461146114611,6.165616561656165,5.6993850855568444e-11
-46.09460946094609,6.171617161716171,6.165278653169767e-11
-46.07460746074607,6.177617761776176,6.667503695779807e-11
-46.05460546054605,6.1836183618361815,7.208752874452531e-11
-46.034603460346034,6.189618961896187,7.791907655209999e-11
-46.01460146014601,6.195619561956196,8.42005076436852e-11
-45.994599459945995,6.2016201620162015,9.0964794114951e-11
-45.97459745974597,6.207620762076207,9.824719323779809e-11
-45.95459545954595,6.213621362136212,1.0608539637891701e-10
-45.93459345934593,6.219621962196218,1.145196869778735e-10
-45.91459145914591,6.225622562256223,1.2359310809438378e-10
-45.894589458945894,6.231623162316229,1.33351640060581e-10
-45.87458745874587,6.237623762376238,1.4384438880153273e-10
-45.85458545854585,6.243624362436243,1.551237854157837e-10
-45.83458345834583,6.249624962496249,1.6724579763777888e-10
-45.81458145814581,6.255625562556254,1.802701538351275e-10
-45.794579457945794,6.26162616261626,1.9426058022649387e-10
-45.77457745774577,6.267626762676265,2.0928505203998976e-10
-45.754575457545755,6.273627362736274,2.2541605936761133e-10
-45.73457345734573,6.27962796279628,2.4273088850847743e-10
-45.71457145714571,6.285628562856285,2.6131191963260786e-10
-45.69456945694569,6.291629162916291,2.812469416373502e-10
-45.67456745674567,6.297629762976296,3.02629485111104e-10
-45.654565456545654,6.3036303630363015,3.2555917436296764e-10
-45.63456345634563,6.309630963096307,3.501420995231536e-10
-45.61456145614561,6.315631563156316,3.764912097668046e-10
-45.59455945594559,6.3216321632163215,4.047267287640656e-10
-45.57455745574557,6.327632763276327,4.3497659351145035e-10
-45.554555455545554,6.333633363336332,4.673769177535192e-10
-45.53455345534553,6.339633963396338,5.02072481261001e-10
-45.514551455145515,6.345634563456343,5.392172462899094e-10
-45.49454945494549,6.351635163516349,5.789749026079731e-10
-45.47454745474547,6.357635763576358,6.215194425382056e-10
-45.45454545454545,6.363636363636363,6.670357675360929e-10
-45.43454345434543,6.369636963696369,7.157203278861041e-10
-45.414541454145414,6.375637563756374,7.677817971746812e-10
-45.39453945394539,6.38163816381638,8.234417832721992e-10
-45.37453745374537,6.387638763876385,8.829355776336848e-10
-45.35453545354535,6.393639363936394,9.465129448091552e-10
-45.33453345334533,6.3996399639964,1.0144389541380377e-09
-45.314531453145314,6.405640564056405,1.086994855689907e-09
-45.29452945294529,6.411641164116411,1.1644790026036916e-09
-45.274527452745275,6.417641764176416,1.2472078220719922e-09
-45.25452545254525,6.4236423642364215,1.3355168373148313e-09
-45.23452345234523,6.429642964296427,1.42976174298809e-09
-45.21452145214521,6.435643564356436,1.5303195365776934e-09
-45.19451945194519,6.4416441644164415,1.6375897084389816e-09
-45.174517451745174,6.447644764476447,1.7519954932546721e-09
-45.15451545154515,6.453645364536452,1.8739851858013825e-09
-45.13451345134513,6.459645964596458,2.004033524036952e-09
-45.11451145114511,6.465646564656463,2.142643142646528e-09
-45.09450945094509,6.471647164716469,2.290346100316536e-09
-45.074507450745074,6.477647764776478,2.44770548414029e-09
-45.05450545054505,6.483648364836483,2.6153170946997694e-09
-45.034503450345035,6.489648964896489,2.7938112155138496e-09
-45.01450145014501,6.495649564956494,2.983854470692011e-09
-44.99449944994499,6.5016501650165,3.186151774789772e-09
-44.97449744974497,6.507650765076505,3.401448379022591e-09
-44.95449544954495,6.513651365136514,3.6305320181616165e-09
-44.934493449344934,6.51965196519652,3.874235162606086e-09
-44.91449144914491,6.525652565256525,4.1334373803087895e-09
-44.89448944894489,6.531653165316531,4.409067813409925e-09
-44.87448744874487,6.537653765376536,4.702107774630518e-09
-44.85448544854485,6.5436543654365416,5.013593468670588e-09
-44.834483448344834,6.549654965496547,5.344618844060924e-09
-44.81448144814481,6.555655565556556,5.696338581129476e-09
-44.794479447944795,6.5616561656165615,6.069971221956444e-09
-44.77447744774477,6.567656765676567,6.466802448423048e-09
-44.75447544754475,6.5736573657365724,6.888188514682205e-09
-44.73447344734473,6.579657965796578,7.335559840625044e-09
-44.71447144714471,6.585658565856583,7.810424773160727e-09
-44.694469446944694,6.591659165916589,8.31437352238097e-09
-44.67446744674467,6.597659765976598,8.84908227994558e-09
-44.65446544654465,6.603660366036603,9.416317527291552e-09
-44.63446344634463,6.609660966096609,1.0017940541554323e-08
-44.61446144614461,6.615661566156614,1.0655912107368753e-08
-44.594459445944594,6.62166216621662,1.1332297443020103e-08
-44.57445744574457,6.627662766276625,1.2049271349720232e-08
-44.554455445544555,6.633663366336634,1.2809123593094597e-08
-44.53445344534453,6.63966396639664,1.3614264526294078e-08
-44.51445144514451,6.645664566456645,1.4467230964480005e-08
-44.49444944494449,6.651665166516651,1.5370692320768284e-08
-44.47444744474447,6.657665766576656,1.6327457014079644e-08
-44.454445444544454,6.663666366636662,1.734047915970118e-08
-44.43444344434443,6.669666966696667,1.8412865553744948e-08
-44.41444144414441,6.675667566756676,1.954788296306662e-08
-44.39443944394439,6.6816681668166815,2.0748965732609177e-08
-44.37443744374437,6.687668766876687,2.201972372254884e-08
-44.354435443544354,6.6936693669366925,2.3363950588021347e-08
-44.33443344334433,6.699669966996698,2.478563241465965e-08
-44.314431443144315,6.705670567056703,2.6288956723600696e-08
-44.29442944294429,6.711671167116709,2.7878321860081003e-08
-44.27442744274427,6.717671767176718,2.9558346780202948e-08
-44.25442544254425,6.723672367236723,3.1333881250935476e-08
-44.23442344234423,6.729672967296729,3.32100164789138e-08
-44.214421442144214,6.735673567356734,3.519209618408434e-08
-44.19441944194419,6.74167416741674,3.728572813478892e-08
-44.17441744174417,6.747674767476745,3.949679616139434e-08
-44.15441544154415,6.753675367536754,4.183147266612784e-08
