Input1,Input2,Input3,Output,normalisedKPI,normalised_threshold
-100.0,-10.0,-20.0,5.3801861600211384e-30,-0.9848665418321826,1.643868844599652
-99.97999799979998,-9.993999399939995,-20.0,5.0544332337924285e-30,-0.9848665418321826,1.643868844599652
-99.95999599959995,-9.987998799879987,-20.0,4.747918463262086e-30,-0.9848665418321826,1.643868844599652
-99.93999399939995,-9.981998199819982,-20.0,4.4595348863667935e-30,-0.9848665418321826,1.643868844599652
-99.91999199919992,-9.975997599759976,-20.0,4.188237521708281e-30,-0.9848665418321826,1.643868844599652
-99.8999899989999,-9.969996999699969,-20.0,3.933039996182621e-30,-0.9848665418321826,1.643868844599652
-99.87998799879988,-9.963996399639964,-20.0,3.6930113506429675e-30,-0.9848665418321826,1.643868844599652
-99.85998599859985,-9.957995799579958,-20.0,3.467273014492379e-30,-0.9848665418321826,1.643868844599652
-99.83998399839984,-9.951995199519953,-20.0,3.2549959405537826e-30,-0.9848665418321826,1.643868844599652
-99.81998199819982,-9.945994599459945,-20.0,3.055397891991792e-30,-0.9848665418321826,1.643868844599652
-99.7999799979998,-9.93999399939994,-20.0,2.8677408734692653e-30,-0.9848665418321826,1.643868844599652
-99.77997799779978,-9.933993399339935,-20.0,2.6913286991104113e-30,-0.9848665418321826,1.643868844599652
-99.75997599759975,-9.927992799279927,-20.0,2.5255046902124155e-30,-0.9848665418321826,1.643868844599652
-99.73997399739974,-9.921992199219922,-20.0,2.3696494959987068e-30,-0.9848665418321826,1.643868844599652
-99.71997199719972,-9.915991599159916,-20.0,2.2231790310427728e-30,-0.9848665418321826,1.643868844599652
-99.6999699969997,-9.90999099909991,-20.0,2.0855425233106018e-30,-0.9848665418321826,1.643868844599652
-99.67996799679968,-9.903990399039904,-20.0,1.9562206670732663e-30,-0.9848665418321826,1.643868844599652
-99.65996599659967,-9.897989798979898,-20.0,1.8347238752302243e-30,-0.9848665418321826,1.643868844599652
-99.63996399639964,-9.891989198919893,-20.0,1.7205906258578203e-30,-0.9848665418321826,1.643868844599652
